version,year,accuracy
v0.0.5,1904,0.9030436501214072
v0.0.5,1905,0.9278809978584244
v0.0.5,1906,0.9344985673352436
v0.0.5,1907,0.9382390911438162
v0.0.5,1908,0.9370451068564276
v0.0.5,1909,0.901183151916706
v0.0.5,1910,0.9361231959118844
v0.0.5,1911,0.935338396853384
v0.0.5,1912,0.9420861026685816
v0.0.5,1913,0.951103431550867
v0.0.5,1914,0.901786339754816
v0.0.5,1915,0.9044472968891574
v0.0.5,1916,0.920873598763046
v0.0.5,1917,0.911135116695568
v0.0.5,1918,0.9059508947149396
v0.0.5,1919,0.8976985331310066
v0.0.5,1920,0.905446293494705
v0.0.5,1921,0.9267149818817944
v0.0.5,1922,0.9410140562248996
v0.0.5,1923,0.9575840500390932
v0.0.5,1924,0.9664570230607966
v0.0.5,1925,0.9679648930334612
v0.0.5,1926,0.9675076452599388
v0.0.5,1927,0.9772362331160858
v0.0.5,1928,0.976978550295858
v0.0.5,1929,0.9517766497461928
v0.0.5,1930,0.9570613055348722
v0.0.5,1931,0.9590394112520576
v0.0.5,1932,0.9410060975609756
v0.0.5,1933,0.9493359567142154
v0.0.5,1934,0.9495345418912298
v0.0.5,1935,0.9435503535722994
v0.0.5,1936,0.9415434824342483
v0.0.5,1937,0.9767222025286542
v0.0.5,1938,0.9746083880747852
v0.0.5,1939,0.9463544754001184
v0.0.5,1940,0.9516851284468536
v0.0.5,1941,0.9551206784083496
v0.0.5,1942,0.969683206540252
v0.0.5,1943,0.952535059331176
v0.0.5,1944,0.951549295774648
v0.0.5,1945,0.9459975114060556
v0.0.5,1946,0.962168758716876
v0.0.5,1947,0.972238155328668
v0.0.5,1948,0.9727729145211124
v0.0.5,1949,0.9587716321683069
v0.0.5,1950,0.9597090095131504
v0.0.5,1951,0.9627041239966788
v0.0.5,1952,0.9621154140517372
v0.0.5,1953,0.9470388124323488
v0.0.5,1954,0.9540183658422148
v0.0.5,1955,0.9497839790353424
v0.0.5,1956,0.938435284851667
v0.0.5,1957,0.9638779174147216
v0.0.5,1958,0.9393821391484944
v0.0.5,1959,0.9403033869491304
v0.0.5,1960,0.961965731500659
v0.0.5,1961,0.9675631842140828
v0.0.5,1962,0.9687343043696636
v0.0.5,1963,0.9653873322345184
v0.0.5,1964,0.9488648090815274
v0.0.5,1965,0.9617127926198475
v0.0.5,1966,0.9592215478758088
v0.0.5,1967,0.9610691695572332
v0.0.5,1968,0.959724550355638
v0.0.5,1969,0.9628600735105564
v0.0.5,1970,0.9583467482292336
v0.0.5,1971,0.9565145319924854
v0.0.5,1972,0.9581618323567866
v0.0.5,1973,0.9504128019569872
v0.0.5,1974,0.9468713789107764
v0.0.5,1975,0.941430155665996
v0.0.5,1976,0.9426054679925764
v0.0.5,1977,0.9416750134833192
v0.0.5,1978,0.9704148917546828
v0.0.5,1979,0.9590049053959356
v0.0.5,1980,0.954537604697349
v0.0.5,1981,0.9652488324210314
v0.0.5,1982,0.9659714061887976
v0.0.5,1983,0.9742166673950096
v0.0.5,1984,0.9746437737852908
v0.0.5,1985,0.9630330441203618
v0.0.5,1986,0.9569795995466566
v0.0.5,1987,0.963462670349074
v0.0.5,1988,0.9703095961198496
v0.0.5,1989,0.9750551433727692
v0.0.5,1990,0.975358587716072
v0.0.5,1991,0.9748770912826532
v0.0.5,1992,0.9736997104104972
v0.0.5,1993,0.9878955291050452
v0.0.5,1994,0.9851290302055212
v0.0.5,1995,0.9794538121286138
v0.0.5,1996,0.9722167766668844
v0.0.5,1997,0.9759490090708904
v0.0.5,1998,0.9755362674306738
v0.0.5,1999,0.9491890959282264
v0.0.5,2000,0.9572115471195232
v0.0.5,2001,0.9641481030125988
v0.0.5,2002,0.9565379142291128
v0.0.5,2003,0.9725317076588886
v0.0.5,2004,0.9812592073803946
v0.0.5,2005,0.9821536064586948
v0.0.5,2006,0.9827433513062958
v0.0.5,2007,0.9842376574374236
v0.0.5,2008,0.9848522399452776
v0.0.5,2009,0.9831610044313146
v0.0.5,2010,0.9855653149919736
v0.0.5,2011,0.98627438103369
v0.0.5,2012,0.9880643866116728
v0.0.5,2013,0.988644341672703
v0.0.5,2014,0.9886378446263758
v0.0.5,2015,0.9812701949860724
v0.0.5,2016,0.9839345647428828
v0.0.5,2017,0.9793138304913416
v0.0.5,2018,0.976692497146633
v0.0.5,2019,0.9855894636315692
v0.0.5,2020,0.9884578024112908
v0.0.5,2021,0.9765679174050388
v0.0.5,2022,0.95754513414371
